timestamp,distance_raw,signal_strength,temperature,distance_ref
2026-01-11T19:25:21.238974,502.38,134,24.5,500
2026-01-11T19:25:21.338974,958.33,98,20.1,1000
2026-01-11T19:25:21.438974,1508.24,121,22.4,1500
2026-01-11T19:25:21.538974,204.72,145,30.4,200
2026-01-11T19:25:21.638974,1531.98,100,31.8,1500
2026-01-11T19:25:21.738974,204.71,102,32.5,200
2026-01-11T19:25:21.838974,495.17,141,21.3,500
2026-01-11T19:25:21.938974,506.47,93,25.3,500
2026-01-11T19:25:22.038974,100.99,104,22.8,100
2026-01-11T19:25:22.138974,507.28,92,22.6,500
2026-01-11T19:25:22.238974,206.43,84,24.3,200
2026-01-11T19:25:22.338974,99.4,98,30.6,100
2026-01-11T19:25:22.438974,95.77,124,22.0,100
2026-01-11T19:25:22.538974,491.98,108,31.8,500
2026-01-11T19:25:22.638974,1483.21,86,24.0,1500
2026-01-11T19:25:22.738974,199.93,155,32.8,200
2026-01-11T19:25:22.838974,101.74,108,34.8,100
2026-01-11T19:25:22.938974,98.02,84,21.3,100
2026-01-11T19:25:23.038974,1014.3,111,31.2,1000
2026-01-11T19:25:23.138974,198.79,127,25.4,200
2026-01-11T19:25:23.238974,101.42,142,28.9,100
2026-01-11T19:25:23.338974,1467.69,81,33.1,1500
2026-01-11T19:25:23.438974,507.55,120,33.6,500
2026-01-11T19:25:23.538974,1530.21,183,23.9,1500
2026-01-11T19:25:23.638974,485.88,108,29.3,500
2026-01-11T19:25:23.738974,487.5,91,31.1,500
2026-01-11T19:25:23.838974,1479.75,166,31.9,1500
2026-01-11T19:25:23.938974,506.58,139,29.2,500
2026-01-11T19:25:24.038974,494.02,134,21.0,500
2026-01-11T19:25:24.138974,100.42,96,25.8,100
2026-01-11T19:25:24.238974,202.97,90,32.0,200
2026-01-11T19:25:24.338974,100.18,107,22.6,100
2026-01-11T19:25:24.438974,102.81,108,34.5,100
2026-01-11T19:25:24.538974,206.01,127,27.2,200
2026-01-11T19:25:24.638974,504.36,148,25.8,500
2026-01-11T19:25:24.738974,1500.79,164,32.5,1500
2026-01-11T19:25:24.838974,201.28,111,24.2,200
2026-01-11T19:25:24.938974,491.54,66,24.1,500
2026-01-11T19:25:25.038974,100.85,132,27.3,100
2026-01-11T19:25:25.138974,100.86,94,20.5,100
2026-01-11T19:25:25.238974,200.3,141,29.0,200
2026-01-11T19:25:25.338974,1476.41,190,20.6,1500
2026-01-11T19:25:25.438974,200.16,93,23.0,200
2026-01-11T19:25:25.538974,500.24,121,22.9,500
2026-01-11T19:25:25.638974,509.95,92,33.3,500
2026-01-11T19:25:25.738974,101.62,91,33.1,100
2026-01-11T19:25:25.838974,199.52,150,30.5,200
2026-01-11T19:25:25.938974,103.01,106,22.4,100
2026-01-11T19:25:26.038974,100.73,185,26.0,100
2026-01-11T19:25:26.138974,1016.3,95,32.7,1000
2026-01-11T19:25:26.238974,98.59,86,33.7,100
2026-01-11T19:25:26.338974,190.33,122,26.5,200
2026-01-11T19:25:26.438974,1034.24,161,28.7,1000
2026-01-11T19:25:26.538974,201.3,108,21.4,200
2026-01-11T19:25:26.638974,194.49,109,21.1,200
2026-01-11T19:25:26.738974,1011.35,60,33.0,1000
2026-01-11T19:25:26.838974,1533.46,160,26.3,1500
2026-01-11T19:25:26.938974,1497.85,140,24.4,1500
2026-01-11T19:25:27.038974,520.33,119,33.1,500
2026-01-11T19:25:27.138974,200.67,149,24.0,200
2026-01-11T19:25:27.238974,496.87,146,34.2,500
2026-01-11T19:25:27.338974,1002.12,93,20.8,1000
2026-01-11T19:25:27.438974,1537.5,114,30.0,1500
2026-01-11T19:25:27.538974,202.3,127,29.2,200
2026-01-11T19:25:27.638974,100.25,118,29.4,100
2026-01-11T19:25:27.738974,1449.04,139,31.7,1500
2026-01-11T19:25:27.838974,501.04,126,33.9,500
2026-01-11T19:25:27.938974,1512.74,164,22.0,1500
2026-01-11T19:25:28.038974,98.09,165,27.9,100
2026-01-11T19:25:28.138974,98.98,118,29.5,100
2026-01-11T19:25:28.238974,974.43,69,21.5,1000
2026-01-11T19:25:28.338974,1501.04,97,25.8,1500
2026-01-11T19:25:28.438974,492.77,88,24.9,500
2026-01-11T19:25:28.538974,987.76,76,34.0,1000
2026-01-11T19:25:28.638974,99.03,150,27.6,100
2026-01-11T19:25:28.738974,99.48,139,20.4,100
2026-01-11T19:25:28.838974,511.07,118,20.2,500
2026-01-11T19:25:28.938974,1532.16,84,27.1,1500
2026-01-11T19:25:29.038974,195.06,71,25.4,200
2026-01-11T19:25:29.138974,509.7,156,33.8,500
2026-01-11T19:25:29.238974,493.61,114,20.3,500
2026-01-11T19:25:29.338974,948.75,127,29.3,1000
2026-01-11T19:25:29.438974,97.9,109,28.2,100
2026-01-11T19:25:29.538974,96.05,138,31.6,100
2026-01-11T19:25:29.638974,489.01,89,33.1,500
2026-01-11T19:25:29.738974,199.71,173,21.5,200
2026-01-11T19:25:29.838974,101.91,112,21.1,100
2026-01-11T19:25:29.938974,997.76,150,21.9,1000
2026-01-11T19:25:30.038974,513.35,113,27.2,500
2026-01-11T19:25:30.138974,1525.5,171,34.0,1500
2026-01-11T19:25:30.238974,197.73,161,22.0,200
2026-01-11T19:25:30.338974,99.02,112,31.5,100
2026-01-11T19:25:30.438974,1481.49,127,32.6,1500
2026-01-11T19:25:30.538974,1495.82,85,26.8,1500
2026-01-11T19:25:30.638974,1501.12,126,22.7,1500
2026-01-11T19:25:30.738974,1461.97,56,29.6,1500
2026-01-11T19:25:30.838974,487.09,140,20.6,500
2026-01-11T19:25:30.938974,193.99,153,22.9,200
2026-01-11T19:25:31.038974,1477.55,60,20.1,1500
2026-01-11T19:25:31.138974,505.76,149,26.0,500
2026-01-11T19:25:31.238974,1563.27,47,24.8,1500
2026-01-11T19:25:31.338974,958.64,118,27.9,1000
2026-01-11T19:25:31.438974,97.5,104,32.5,100
2026-01-11T19:25:31.538974,1483.18,152,23.9,1500
2026-01-11T19:25:31.638974,1000.99,179,28.6,1000
2026-01-11T19:25:31.738974,983.98,109,22.3,1000
2026-01-11T19:25:31.838974,200.93,87,31.9,200
2026-01-11T19:25:31.938974,98.05,120,29.5,100
2026-01-11T19:25:32.038974,994.67,154,20.4,1000
2026-01-11T19:25:32.138974,517.94,120,28.2,500
2026-01-11T19:25:32.238974,210.26,62,29.9,200
2026-01-11T19:25:32.338974,1003.58,54,29.1,1000
2026-01-11T19:25:32.438974,1523.52,178,25.3,1500
2026-01-11T19:25:32.538974,97.08,157,30.4,100
2026-01-11T19:25:32.638974,202.32,130,34.8,200
2026-01-11T19:25:32.738974,503.48,89,32.4,500
2026-01-11T19:25:32.838974,1505.71,113,32.3,1500
2026-01-11T19:25:32.938974,200.25,109,30.4,200
2026-01-11T19:25:33.038974,101.28,76,30.4,100
2026-01-11T19:25:33.138974,1009.82,104,21.5,1000
2026-01-11T19:25:33.238974,97.63,134,23.5,100
2026-01-11T19:25:33.338974,99.41,122,21.3,100
2026-01-11T19:25:33.438974,195.88,118,20.2,200
2026-01-11T19:25:33.538974,99.67,115,24.3,100
2026-01-11T19:25:33.638974,1519.33,134,27.3,1500
2026-01-11T19:25:33.738974,104.2,170,23.2,100
2026-01-11T19:25:33.838974,100.99,105,20.9,100
2026-01-11T19:25:33.938974,100.05,112,22.0,100
2026-01-11T19:25:34.038974,202.44,79,27.9,200
2026-01-11T19:25:34.138974,982.83,130,32.6,1000
2026-01-11T19:25:34.238974,1494.32,129,24.9,1500
2026-01-11T19:25:34.338974,1007.43,126,24.0,1000
2026-01-11T19:25:34.438974,983.39,110,26.9,1000
2026-01-11T19:25:34.538974,196.72,112,33.4,200
2026-01-11T19:25:34.638974,1015.11,132,24.2,1000
2026-01-11T19:25:34.738974,100.02,117,30.7,100
2026-01-11T19:25:34.838974,483.72,111,31.4,500
2026-01-11T19:25:34.938974,98.78,134,24.7,100
2026-01-11T19:25:35.038974,1010.03,149,29.0,1000
2026-01-11T19:25:35.138974,483.69,84,26.3,500
2026-01-11T19:25:35.238974,1004.36,126,34.6,1000
2026-01-11T19:25:35.338974,99.24,147,21.5,100
2026-01-11T19:25:35.438974,197.13,110,27.1,200
2026-01-11T19:25:35.538974,201.19,135,28.8,200
2026-01-11T19:25:35.638974,995.81,161,23.2,1000
2026-01-11T19:25:35.738974,103.94,122,32.9,100
2026-01-11T19:25:35.838974,1504.82,127,28.2,1500
2026-01-11T19:25:35.938974,204.82,126,33.8,200
2026-01-11T19:25:36.038974,499.53,157,25.0,500
2026-01-11T19:25:36.138974,496.78,97,21.4,500
2026-01-11T19:25:36.238974,99.21,70,20.0,100
2026-01-11T19:25:36.338974,101.81,93,24.3,100
2026-01-11T19:25:36.438974,196.28,125,34.3,200
2026-01-11T19:25:36.538974,492.21,116,32.9,500
2026-01-11T19:25:36.638974,192.0,98,28.1,200
2026-01-11T19:25:36.738974,984.85,79,32.0,1000
2026-01-11T19:25:36.838974,508.76,143,31.7,500
2026-01-11T19:25:36.938974,990.15,159,31.4,1000
2026-01-11T19:25:37.038974,1507.77,122,27.2,1500
2026-01-11T19:25:37.138974,972.05,111,28.1,1000
2026-01-11T19:25:37.238974,100.74,155,21.8,100
2026-01-11T19:25:37.338974,511.28,87,25.0,500
2026-01-11T19:25:37.438974,491.51,130,31.9,500
2026-01-11T19:25:37.538974,505.65,147,20.7,500
2026-01-11T19:25:37.638974,499.75,102,30.8,500
2026-01-11T19:25:37.738974,102.51,149,31.6,100
2026-01-11T19:25:37.838974,1504.05,130,33.3,1500
2026-01-11T19:25:37.938974,205.64,78,30.2,200
2026-01-11T19:25:38.038974,985.47,125,30.8,1000
2026-01-11T19:25:38.138974,195.1,122,23.8,200
2026-01-11T19:25:38.238974,964.05,154,33.4,1000
2026-01-11T19:25:38.338974,514.06,135,31.1,500
2026-01-11T19:25:38.438974,1027.84,111,22.1,1000
2026-01-11T19:25:38.538974,512.54,137,28.8,500
2026-01-11T19:25:38.638974,524.79,155,28.1,500
2026-01-11T19:25:38.738974,1515.56,158,32.9,1500
2026-01-11T19:25:38.838974,980.88,126,20.2,1000
2026-01-11T19:25:38.938974,1459.05,76,30.4,1500
2026-01-11T19:25:39.038974,1488.15,99,29.8,1500
2026-01-11T19:25:39.138974,1484.47,141,25.5,1500
2026-01-11T19:25:39.238974,196.97,128,24.5,200
2026-01-11T19:25:39.338974,987.55,149,21.1,1000
2026-01-11T19:25:39.438974,95.8,177,27.1,100
2026-01-11T19:25:39.538974,99.04,91,32.3,100
2026-01-11T19:25:39.638974,203.35,139,31.3,200
2026-01-11T19:25:39.738974,1007.11,84,29.3,1000
2026-01-11T19:25:39.838974,482.43,129,29.1,500
2026-01-11T19:25:39.938974,975.53,102,34.6,1000
2026-01-11T19:25:40.038974,100.4,98,24.6,100
2026-01-11T19:25:40.138974,477.63,102,34.7,500
2026-01-11T19:25:40.238974,494.59,138,32.8,500
2026-01-11T19:25:40.338974,498.64,123,23.6,500
2026-01-11T19:25:40.438974,513.94,109,31.8,500
2026-01-11T19:25:40.538974,201.88,146,33.2,200
2026-01-11T19:25:40.638974,103.26,108,32.3,100
2026-01-11T19:25:40.738974,509.92,82,34.7,500
2026-01-11T19:25:40.838974,98.75,117,31.2,100
2026-01-11T19:25:40.938974,1008.0,114,33.9,1000
2026-01-11T19:25:41.038974,99.22,125,21.9,100
2026-01-11T19:25:41.138974,1010.24,139,31.2,1000
2026-01-11T19:25:41.238974,1490.03,143,27.4,1500
2026-01-11T19:25:41.338974,494.6,170,21.5,500
2026-01-11T19:25:41.438974,203.02,117,26.2,200
2026-01-11T19:25:41.538974,485.32,124,28.6,500
2026-01-11T19:25:41.638974,518.62,123,34.2,500
2026-01-11T19:25:41.738974,99.55,140,31.9,100
2026-01-11T19:25:41.838974,1499.13,147,33.4,1500
2026-01-11T19:25:41.938974,501.3,86,21.9,500
2026-01-11T19:25:42.038974,484.02,138,24.8,500
2026-01-11T19:25:42.138974,1478.89,211,31.3,1500
2026-01-11T19:25:42.238974,198.06,91,29.7,200
2026-01-11T19:25:42.338974,193.58,144,30.6,200
2026-01-11T19:25:42.438974,195.63,120,20.2,200
2026-01-11T19:25:42.538974,1020.85,88,25.3,1000
2026-01-11T19:25:42.638974,1483.66,94,24.9,1500
2026-01-11T19:25:42.738974,509.97,103,26.8,500
2026-01-11T19:25:42.838974,101.38,104,20.8,100
2026-01-11T19:25:42.938974,101.89,94,23.7,100
2026-01-11T19:25:43.038974,982.56,129,33.7,1000
2026-01-11T19:25:43.138974,1565.89,115,26.8,1500
2026-01-11T19:25:43.238974,1000.44,127,20.7,1000
2026-01-11T19:25:43.338974,988.52,68,32.7,1000
2026-01-11T19:25:43.438974,1468.25,61,34.6,1500
2026-01-11T19:25:43.538974,992.11,104,29.3,1000
2026-01-11T19:25:43.638974,499.46,146,30.6,500
2026-01-11T19:25:43.738974,199.13,183,24.1,200
2026-01-11T19:25:43.838974,994.74,122,23.8,1000
2026-01-11T19:25:43.938974,100.73,110,33.5,100
2026-01-11T19:25:44.038974,100.63,120,24.4,100
2026-01-11T19:25:44.138974,994.04,142,28.4,1000
2026-01-11T19:25:44.238974,195.69,94,33.8,200
2026-01-11T19:25:44.338974,95.03,140,20.7,100
2026-01-11T19:25:44.438974,498.34,104,33.3,500
2026-01-11T19:25:44.538974,193.33,154,31.7,200
2026-01-11T19:25:44.638974,99.99,118,27.9,100
2026-01-11T19:25:44.738974,100.87,188,34.9,100
2026-01-11T19:25:44.838974,489.26,140,33.3,500
2026-01-11T19:25:44.938974,1539.93,129,23.9,1500
2026-01-11T19:25:45.038974,969.54,134,34.9,1000
2026-01-11T19:25:45.138974,994.81,91,29.1,1000
2026-01-11T19:25:45.238974,514.22,112,27.4,500
2026-01-11T19:25:45.338974,509.85,133,30.3,500
2026-01-11T19:25:45.438974,1019.83,142,20.0,1000
2026-01-11T19:25:45.538974,197.77,98,22.2,200
2026-01-11T19:25:45.638974,1453.85,96,31.6,1500
2026-01-11T19:25:45.738974,1530.61,120,28.1,1500
2026-01-11T19:25:45.838974,977.85,106,33.4,1000
2026-01-11T19:25:45.938974,199.61,137,27.3,200
2026-01-11T19:25:46.038974,101.12,93,26.7,100
2026-01-11T19:25:46.138974,99.77,143,28.9,100
2026-01-11T19:25:46.238974,515.8,98,28.6,500
2026-01-11T19:25:46.338974,1479.36,155,34.0,1500
2026-01-11T19:25:46.438974,975.36,162,24.2,1000
2026-01-11T19:25:46.538974,1450.19,77,20.6,1500
2026-01-11T19:25:46.638974,962.28,64,33.9,1000
2026-01-11T19:25:46.738974,1526.14,73,30.6,1500
2026-01-11T19:25:46.838974,199.55,163,34.6,200
2026-01-11T19:25:46.938974,1530.34,91,24.4,1500
2026-01-11T19:25:47.038974,101.46,123,26.3,100
2026-01-11T19:25:47.138974,100.27,125,32.7,100
2026-01-11T19:25:47.238974,509.36,110,28.9,500
2026-01-11T19:25:47.338974,202.06,149,26.8,200
2026-01-11T19:25:47.438974,1002.94,112,27.0,1000
2026-01-11T19:25:47.538974,1034.45,147,29.1,1000
2026-01-11T19:25:47.638974,509.69,123,26.0,500
2026-01-11T19:25:47.738974,513.9,96,33.1,500
2026-01-11T19:25:47.838974,502.18,121,22.2,500
2026-01-11T19:25:47.938974,97.97,111,31.3,100
2026-01-11T19:25:48.038974,1026.33,80,26.3,1000
2026-01-11T19:25:48.138974,993.8,105,34.7,1000
2026-01-11T19:25:48.238974,502.33,142,34.9,500
2026-01-11T19:25:48.338974,1491.48,120,28.0,1500
2026-01-11T19:25:48.438974,95.49,127,22.7,100
2026-01-11T19:25:48.538974,99.16,83,29.0,100
2026-01-11T19:25:48.638974,508.35,116,27.8,500
2026-01-11T19:25:48.738974,1486.03,77,33.0,1500
2026-01-11T19:25:48.838974,99.39,43,26.1,100
2026-01-11T19:25:48.938974,1017.59,101,31.0,1000
2026-01-11T19:25:49.038974,99.87,77,27.4,100
2026-01-11T19:25:49.138974,1464.7,77,27.0,1500
2026-01-11T19:25:49.238974,198.7,107,22.4,200
2026-01-11T19:25:49.338974,201.74,153,30.4,200
2026-01-11T19:25:49.438974,195.69,146,23.0,200
2026-01-11T19:25:49.538974,485.48,77,24.6,500
2026-01-11T19:25:49.638974,192.76,126,31.9,200
2026-01-11T19:25:49.738974,201.27,166,31.4,200
2026-01-11T19:25:49.838974,102.17,56,31.9,100
2026-01-11T19:25:49.938974,999.45,133,21.3,1000
2026-01-11T19:25:50.038974,205.26,90,24.5,200
2026-01-11T19:25:50.138974,204.94,87,29.0,200
2026-01-11T19:25:50.238974,197.12,174,22.4,200
2026-01-11T19:25:50.338974,524.14,126,24.5,500
2026-01-11T19:25:50.438974,485.39,116,34.8,500
2026-01-11T19:25:50.538974,201.43,103,27.8,200
2026-01-11T19:25:50.638974,492.01,114,25.7,500
2026-01-11T19:25:50.738974,992.91,124,30.6,1000
2026-01-11T19:25:50.838974,1013.43,147,31.5,1000
2026-01-11T19:25:50.938974,493.86,117,26.2,500
2026-01-11T19:25:51.038974,522.82,97,28.4,500
2026-01-11T19:25:51.138974,502.19,119,28.6,500
2026-01-11T19:25:51.238974,1488.63,135,21.5,1500
2026-01-11T19:25:51.338974,510.53,160,31.8,500
2026-01-11T19:25:51.438974,509.13,154,22.6,500
2026-01-11T19:25:51.538974,98.99,90,24.3,100
2026-01-11T19:25:51.638974,1507.27,44,22.8,1500
2026-01-11T19:25:51.738974,1432.1,102,30.0,1500
2026-01-11T19:25:51.838974,1025.6,81,20.2,1000
2026-01-11T19:25:51.938974,1003.99,116,24.8,1000
2026-01-11T19:25:52.038974,989.55,124,30.5,1000
2026-01-11T19:25:52.138974,99.33,129,22.7,100
2026-01-11T19:25:52.238974,100.53,90,30.7,100
2026-01-11T19:25:52.338974,1016.47,143,32.6,1000
2026-01-11T19:25:52.438974,1494.4,144,20.5,1500
2026-01-11T19:25:52.538974,96.41,125,28.2,100
2026-01-11T19:25:52.638974,1029.63,131,34.3,1000
2026-01-11T19:25:52.738974,1516.98,108,23.8,1500
2026-01-11T19:25:52.838974,1460.2,87,28.8,1500
2026-01-11T19:25:52.938974,100.62,132,21.1,100
2026-01-11T19:25:53.038974,1492.75,115,25.4,1500
2026-01-11T19:25:53.138974,529.49,116,20.3,500
2026-01-11T19:25:53.238974,102.74,112,22.5,100
2026-01-11T19:25:53.338974,199.64,117,23.2,200
2026-01-11T19:25:53.438974,1484.08,130,22.4,1500
2026-01-11T19:25:53.538974,101.7,146,21.8,100
2026-01-11T19:25:53.638974,195.02,96,22.9,200
2026-01-11T19:25:53.738974,1466.9,140,26.1,1500
2026-01-11T19:25:53.838974,1444.6,116,27.1,1500
2026-01-11T19:25:53.938974,508.56,112,28.6,500
2026-01-11T19:25:54.038974,510.65,150,25.4,500
2026-01-11T19:25:54.138974,193.92,113,24.9,200
2026-01-11T19:25:54.238974,1492.13,62,20.4,1500
2026-01-11T19:25:54.338974,1017.21,86,31.9,1000
2026-01-11T19:25:54.438974,1010.8,107,24.0,1000
2026-01-11T19:25:54.538974,198.85,184,23.3,200
2026-01-11T19:25:54.638974,505.72,126,22.8,500
2026-01-11T19:25:54.738974,1552.87,122,31.4,1500
2026-01-11T19:25:54.838974,197.77,136,30.1,200
2026-01-11T19:25:54.938974,97.75,132,21.6,100
2026-01-11T19:25:55.038974,95.89,105,33.5,100
2026-01-11T19:25:55.138974,1530.99,173,21.7,1500
2026-01-11T19:25:55.238974,493.65,178,27.1,500
2026-01-11T19:25:55.338974,1036.39,88,34.1,1000
2026-01-11T19:25:55.438974,1503.33,105,28.2,1500
2026-01-11T19:25:55.538974,196.72,102,28.3,200
2026-01-11T19:25:55.638974,103.37,131,33.8,100
2026-01-11T19:25:55.738974,493.68,96,24.5,500
2026-01-11T19:25:55.838974,969.95,147,30.8,1000
2026-01-11T19:25:55.938974,101.59,120,26.9,100
2026-01-11T19:25:56.038974,101.49,67,22.1,100
2026-01-11T19:25:56.138974,484.47,110,24.9,500
2026-01-11T19:25:56.238974,995.1,129,28.6,1000
2026-01-11T19:25:56.338974,497.48,111,23.2,500
2026-01-11T19:25:56.438974,205.43,90,26.5,200
2026-01-11T19:25:56.538974,201.34,126,30.3,200
2026-01-11T19:25:56.638974,197.8,164,30.9,200
2026-01-11T19:25:56.738974,1032.18,37,22.1,1000
2026-01-11T19:25:56.838974,1503.78,147,30.7,1500
2026-01-11T19:25:56.938974,200.62,139,29.6,200
2026-01-11T19:25:57.038974,1490.53,91,24.0,1500
2026-01-11T19:25:57.138974,203.47,125,28.5,200
2026-01-11T19:25:57.238974,1003.44,121,24.9,1000
2026-01-11T19:25:57.338974,501.11,94,31.8,500
2026-01-11T19:25:57.438974,197.01,116,34.8,200
2026-01-11T19:25:57.538974,504.75,153,21.6,500
2026-01-11T19:25:57.638974,206.82,156,30.6,200
2026-01-11T19:25:57.738974,1479.23,88,30.5,1500
2026-01-11T19:25:57.838974,97.54,73,32.8,100
2026-01-11T19:25:57.938974,482.74,122,34.2,500
2026-01-11T19:25:58.038974,199.79,130,26.3,200
2026-01-11T19:25:58.138974,1024.49,140,26.3,1000
2026-01-11T19:25:58.238974,498.95,121,33.3,500
2026-01-11T19:25:58.338974,94.99,222,24.1,100
2026-01-11T19:25:58.438974,1515.0,101,21.3,1500
2026-01-11T19:25:58.538974,99.64,187,27.8,100
2026-01-11T19:25:58.638974,1540.34,86,25.0,1500
2026-01-11T19:25:58.738974,996.45,86,21.4,1000
2026-01-11T19:25:58.838974,1010.97,136,32.4,1000
2026-01-11T19:25:58.938974,97.97,164,34.3,100
2026-01-11T19:25:59.038974,989.3,124,33.2,1000
2026-01-11T19:25:59.138974,98.82,146,32.3,100
2026-01-11T19:25:59.238974,101.06,117,33.8,100
2026-01-11T19:25:59.338974,1498.21,104,21.9,1500
2026-01-11T19:25:59.438974,99.56,103,20.6,100
2026-01-11T19:25:59.538974,1039.95,169,25.8,1000
2026-01-11T19:25:59.638974,997.49,108,34.2,1000
2026-01-11T19:25:59.738974,1010.02,138,34.3,1000
2026-01-11T19:25:59.838974,98.55,93,30.5,100
2026-01-11T19:25:59.938974,101.68,112,30.9,100
2026-01-11T19:26:00.038974,102.13,109,22.0,100
2026-01-11T19:26:00.138974,1540.48,127,23.3,1500
2026-01-11T19:26:00.238974,98.09,80,34.7,100
2026-01-11T19:26:00.338974,1526.04,134,26.6,1500
2026-01-11T19:26:00.438974,1011.11,102,30.8,1000
2026-01-11T19:26:00.538974,505.59,105,27.1,500
2026-01-11T19:26:00.638974,97.75,107,21.9,100
2026-01-11T19:26:00.738974,100.34,135,28.6,100
2026-01-11T19:26:00.838974,97.79,146,20.0,100
2026-01-11T19:26:00.938974,1557.77,152,28.2,1500
2026-01-11T19:26:01.038974,103.94,91,24.3,100
2026-01-11T19:26:01.138974,100.17,102,30.0,100
2026-01-11T19:26:01.238974,1473.61,122,34.8,1500
2026-01-11T19:26:01.338974,1522.8,123,25.7,1500
2026-01-11T19:26:01.438974,1512.62,160,34.3,1500
2026-01-11T19:26:01.538974,101.7,169,31.2,100
2026-01-11T19:26:01.638974,1498.72,110,31.3,1500
2026-01-11T19:26:01.738974,99.51,106,34.1,100
2026-01-11T19:26:01.838974,1418.17,130,34.5,1500
2026-01-11T19:26:01.938974,103.49,81,34.3,100
2026-01-11T19:26:02.038974,203.76,114,25.7,200
2026-01-11T19:26:02.138974,1523.37,144,33.8,1500
2026-01-11T19:26:02.238974,1007.29,97,26.7,1000
2026-01-11T19:26:02.338974,473.42,115,29.1,500
2026-01-11T19:26:02.438974,504.43,93,29.4,500
2026-01-11T19:26:02.538974,200.66,99,20.8,200
2026-01-11T19:26:02.638974,101.91,139,26.3,100
2026-01-11T19:26:02.738974,1569.72,179,29.0,1500
2026-01-11T19:26:02.838974,1447.92,86,22.2,1500
2026-01-11T19:26:02.938974,97.18,177,28.7,100
2026-01-11T19:26:03.038974,1534.3,181,27.0,1500
2026-01-11T19:26:03.138974,1540.46,89,25.9,1500
2026-01-11T19:26:03.238974,507.63,115,20.9,500
2026-01-11T19:26:03.338974,1494.36,92,26.0,1500
2026-01-11T19:26:03.438974,1007.38,82,33.5,1000
2026-01-11T19:26:03.538974,102.04,108,22.8,100
2026-01-11T19:26:03.638974,1041.31,125,25.7,1000
2026-01-11T19:26:03.738974,94.31,120,25.1,100
2026-01-11T19:26:03.838974,1501.72,107,31.9,1500
2026-01-11T19:26:03.938974,197.6,139,28.9,200
2026-01-11T19:26:04.038974,503.41,88,20.2,500
2026-01-11T19:26:04.138974,1491.49,91,31.5,1500
2026-01-11T19:26:04.238974,494.73,100,23.1,500
2026-01-11T19:26:04.338974,98.62,183,32.3,100
2026-01-11T19:26:04.438974,510.6,139,23.4,500
2026-01-11T19:26:04.538974,988.6,152,21.1,1000
2026-01-11T19:26:04.638974,1018.07,97,29.1,1000
2026-01-11T19:26:04.738974,100.57,112,29.5,100
2026-01-11T19:26:04.838974,1519.16,137,22.5,1500
2026-01-11T19:26:04.938974,1003.94,159,21.6,1000
2026-01-11T19:26:05.038974,203.86,83,24.5,200
2026-01-11T19:26:05.138974,511.27,146,31.2,500
2026-01-11T19:26:05.238974,997.46,133,30.5,1000
2026-01-11T19:26:05.338974,506.4,87,34.2,500
2026-01-11T19:26:05.438974,97.13,129,20.7,100
