timestamp,distance_raw,signal_strength,temperature,distance_ref
2026-01-11T19:53:53.636958,1022.26,86,34.3,1000
2026-01-11T19:53:53.736958,994.68,75,21.0,1000
2026-01-11T19:53:53.836958,515.58,111,30.1,500
2026-01-11T19:53:53.936958,1018.49,75,30.8,1000
2026-01-11T19:53:54.036958,197.3,113,34.2,200
2026-01-11T19:53:54.136958,193.23,113,24.2,200
2026-01-11T19:53:54.236958,972.52,127,28.7,1000
2026-01-11T19:53:54.336958,1014.47,73,26.5,1000
2026-01-11T19:53:54.436958,208.8,71,34.9,200
2026-01-11T19:53:54.536958,490.37,100,24.4,500
2026-01-11T19:53:54.636958,199.63,126,32.2,200
2026-01-11T19:53:54.736958,493.89,123,29.9,500
2026-01-11T19:53:54.836958,500.18,140,28.7,500
2026-01-11T19:53:54.936958,1529.71,156,29.3,1500
2026-01-11T19:53:55.036958,961.71,136,22.1,1000
2026-01-11T19:53:55.136958,191.59,171,27.8,200
2026-01-11T19:53:55.236958,1493.83,74,20.8,1500
2026-01-11T19:53:55.336958,103.76,51,33.1,100
2026-01-11T19:53:55.436958,97.02,118,24.7,100
2026-01-11T19:53:55.536958,1537.72,143,23.2,1500
2026-01-11T19:53:55.636958,1547.74,116,20.6,1500
2026-01-11T19:53:55.736958,1536.79,154,31.7,1500
2026-01-11T19:53:55.836958,507.86,60,34.6,500
2026-01-11T19:53:55.936958,1001.15,127,30.2,1000
2026-01-11T19:53:56.036958,202.67,147,30.5,200
2026-01-11T19:53:56.136958,191.31,109,21.2,200
2026-01-11T19:53:56.236958,1024.07,102,34.6,1000
2026-01-11T19:53:56.336958,493.71,105,21.1,500
2026-01-11T19:53:56.436958,493.12,123,34.5,500
2026-01-11T19:53:56.536958,1008.31,139,26.1,1000
2026-01-11T19:53:56.636958,1519.91,111,27.2,1500
2026-01-11T19:53:56.736958,506.4,88,21.2,500
2026-01-11T19:53:56.836958,200.28,93,26.9,200
2026-01-11T19:53:56.936958,1516.09,125,33.4,1500
2026-01-11T19:53:57.036958,982.0,117,20.1,1000
2026-01-11T19:53:57.136958,985.92,70,23.2,1000
2026-01-11T19:53:57.236958,501.52,110,23.7,500
2026-01-11T19:53:57.336958,493.87,113,21.8,500
2026-01-11T19:53:57.436958,100.06,141,27.2,100
2026-01-11T19:53:57.536958,1483.23,91,32.1,1500
2026-01-11T19:53:57.636958,99.94,139,30.4,100
2026-01-11T19:53:57.736958,101.24,103,24.8,100
2026-01-11T19:53:57.836958,971.86,93,22.7,1000
2026-01-11T19:53:57.936958,99.21,101,34.6,100
2026-01-11T19:53:58.036958,486.49,184,22.4,500
2026-01-11T19:53:58.136958,514.15,121,31.1,500
2026-01-11T19:53:58.236958,1492.95,123,30.8,1500
2026-01-11T19:53:58.336958,502.78,136,24.7,500
2026-01-11T19:53:58.436958,200.57,127,34.3,200
2026-01-11T19:53:58.536958,198.23,129,29.8,200
2026-01-11T19:53:58.636958,1555.95,113,32.5,1500
2026-01-11T19:53:58.736958,488.45,116,32.0,500
2026-01-11T19:53:58.836958,1483.69,125,27.3,1500
2026-01-11T19:53:58.936958,480.67,142,32.3,500
2026-01-11T19:53:59.036958,1024.93,119,27.7,1000
2026-01-11T19:53:59.136958,1470.04,144,29.0,1500
2026-01-11T19:53:59.236958,491.0,94,34.9,500
2026-01-11T19:53:59.336958,1485.04,134,24.3,1500
2026-01-11T19:53:59.436958,196.9,116,29.1,200
2026-01-11T19:53:59.536958,1002.86,94,31.6,1000
2026-01-11T19:53:59.636958,485.31,152,20.7,500
2026-01-11T19:53:59.736958,1499.27,125,28.9,1500
2026-01-11T19:53:59.836958,200.02,155,34.1,200
2026-01-11T19:53:59.936958,974.26,135,25.7,1000
2026-01-11T19:54:00.036958,1513.12,117,26.0,1500
2026-01-11T19:54:00.136958,199.03,123,23.2,200
2026-01-11T19:54:00.236958,1017.97,147,26.7,1000
2026-01-11T19:54:00.336958,100.83,142,23.2,100
2026-01-11T19:54:00.436958,509.3,135,26.6,500
2026-01-11T19:54:00.536958,512.31,140,31.3,500
2026-01-11T19:54:00.636958,1467.38,127,25.8,1500
2026-01-11T19:54:00.736958,985.47,158,23.8,1000
2026-01-11T19:54:00.836958,1544.37,66,22.7,1500
2026-01-11T19:54:00.936958,1014.46,135,21.4,1000
2026-01-11T19:54:01.036958,1512.83,76,34.1,1500
2026-01-11T19:54:01.136958,95.78,86,33.3,100
2026-01-11T19:54:01.236958,481.63,125,33.8,500
2026-01-11T19:54:01.336958,497.62,128,32.8,500
2026-01-11T19:54:01.436958,1009.6,120,33.5,1000
2026-01-11T19:54:01.536958,100.33,126,34.3,100
2026-01-11T19:54:01.636958,1489.66,160,31.2,1500
2026-01-11T19:54:01.736958,202.69,87,27.2,200
2026-01-11T19:54:01.836958,201.44,116,26.1,200
2026-01-11T19:54:01.936958,1470.18,122,32.8,1500
2026-01-11T19:54:02.036958,966.08,90,24.4,1000
2026-01-11T19:54:02.136958,1468.6,63,32.2,1500
2026-01-11T19:54:02.236958,199.36,102,32.6,200
2026-01-11T19:54:02.336958,101.82,127,23.4,100
2026-01-11T19:54:02.436958,199.03,148,32.8,200
2026-01-11T19:54:02.536958,995.4,118,24.7,1000
2026-01-11T19:54:02.636958,1031.76,110,25.7,1000
2026-01-11T19:54:02.736958,1011.97,148,34.4,1000
2026-01-11T19:54:02.836958,1493.66,153,26.0,1500
2026-01-11T19:54:02.936958,505.52,44,30.4,500
2026-01-11T19:54:03.036958,509.06,102,34.8,500
2026-01-11T19:54:03.136958,511.23,57,23.2,500
2026-01-11T19:54:03.236958,1015.39,33,22.4,1000
2026-01-11T19:54:03.336958,512.6,106,23.3,500
2026-01-11T19:54:03.436958,501.93,104,30.3,500
2026-01-11T19:54:03.536958,1021.92,111,29.5,1000
2026-01-11T19:54:03.636958,99.68,73,22.5,100
2026-01-11T19:54:03.736958,1017.84,138,29.7,1000
2026-01-11T19:54:03.836958,195.57,90,26.8,200
2026-01-11T19:54:03.936958,95.2,130,27.7,100
2026-01-11T19:54:04.036958,201.62,188,33.4,200
2026-01-11T19:54:04.136958,194.59,65,23.0,200
2026-01-11T19:54:04.236958,101.44,108,21.2,100
2026-01-11T19:54:04.336958,99.74,127,33.0,100
2026-01-11T19:54:04.436958,203.37,135,33.4,200
2026-01-11T19:54:04.536958,510.29,102,29.0,500
2026-01-11T19:54:04.636958,478.61,206,32.4,500
2026-01-11T19:54:04.736958,994.92,129,22.1,1000
2026-01-11T19:54:04.836958,479.89,142,28.4,500
2026-01-11T19:54:04.936958,204.51,127,33.4,200
2026-01-11T19:54:05.036958,1529.58,108,26.2,1500
2026-01-11T19:54:05.136958,997.86,89,25.9,1000
2026-01-11T19:54:05.236958,1032.35,76,27.2,1000
2026-01-11T19:54:05.336958,1006.16,161,24.2,1000
2026-01-11T19:54:05.436958,491.68,95,26.5,500
2026-01-11T19:54:05.536958,1495.91,136,21.6,1500
2026-01-11T19:54:05.636958,999.23,151,26.8,1000
2026-01-11T19:54:05.736958,507.58,100,21.1,500
2026-01-11T19:54:05.836958,989.69,92,31.7,1000
2026-01-11T19:54:05.936958,493.31,114,24.3,500
2026-01-11T19:54:06.036958,1016.49,74,29.5,1000
2026-01-11T19:54:06.136958,503.48,136,23.1,500
2026-01-11T19:54:06.236958,1478.01,140,27.4,1500
2026-01-11T19:54:06.336958,1489.66,73,20.9,1500
2026-01-11T19:54:06.436958,206.46,128,29.9,200
2026-01-11T19:54:06.536958,101.62,136,20.1,100
2026-01-11T19:54:06.636958,1463.1,71,25.0,1500
2026-01-11T19:54:06.736958,1012.79,107,32.9,1000
2026-01-11T19:54:06.836958,97.19,94,30.3,100
2026-01-11T19:54:06.936958,96.9,119,28.8,100
2026-01-11T19:54:07.036958,495.57,128,21.3,500
2026-01-11T19:54:07.136958,514.91,55,34.8,500
2026-01-11T19:54:07.236958,1499.07,121,31.4,1500
2026-01-11T19:54:07.336958,511.2,118,32.6,500
2026-01-11T19:54:07.436958,969.19,119,31.9,1000
2026-01-11T19:54:07.536958,1008.48,65,25.7,1000
2026-01-11T19:54:07.636958,207.41,151,21.9,200
2026-01-11T19:54:07.736958,196.39,100,35.0,200
2026-01-11T19:54:07.836958,1008.19,114,23.6,1000
2026-01-11T19:54:07.936958,203.2,93,34.7,200
2026-01-11T19:54:08.036958,510.85,111,21.9,500
2026-01-11T19:54:08.136958,500.23,120,31.5,500
2026-01-11T19:54:08.236958,484.13,131,24.9,500
2026-01-11T19:54:08.336958,1534.09,96,22.1,1500
2026-01-11T19:54:08.436958,523.46,112,28.4,500
2026-01-11T19:54:08.536958,1493.66,141,22.9,1500
2026-01-11T19:54:08.636958,1466.83,89,32.8,1500
2026-01-11T19:54:08.736958,517.13,94,27.3,500
2026-01-11T19:54:08.836958,1047.24,125,33.0,1000
2026-01-11T19:54:08.936958,201.91,169,26.0,200
2026-01-11T19:54:09.036958,96.74,122,21.4,100
2026-01-11T19:54:09.136958,986.19,121,25.9,1000
2026-01-11T19:54:09.236958,1506.33,155,20.7,1500
2026-01-11T19:54:09.336958,1539.75,148,32.9,1500
2026-01-11T19:54:09.436958,501.97,105,25.2,500
2026-01-11T19:54:09.536958,509.51,196,33.6,500
2026-01-11T19:54:09.636958,487.13,167,31.9,500
2026-01-11T19:54:09.736958,1516.01,129,33.0,1500
2026-01-11T19:54:09.836958,492.24,91,29.4,500
2026-01-11T19:54:09.936958,200.85,98,32.9,200
2026-01-11T19:54:10.036958,1466.69,101,33.7,1500
2026-01-11T19:54:10.136958,1541.69,156,28.4,1500
2026-01-11T19:54:10.236958,1001.7,94,26.3,1000
2026-01-11T19:54:10.336958,1502.3,108,26.3,1500
2026-01-11T19:54:10.436958,497.97,142,31.7,500
2026-01-11T19:54:10.536958,498.21,116,34.1,500
2026-01-11T19:54:10.636958,99.96,109,21.7,100
2026-01-11T19:54:10.736958,100.49,140,31.8,100
2026-01-11T19:54:10.836958,1495.27,68,25.3,1500
2026-01-11T19:54:10.936958,504.28,99,29.9,500
2026-01-11T19:54:11.036958,98.19,101,20.4,100
2026-01-11T19:54:11.136958,99.74,107,25.7,100
2026-01-11T19:54:11.236958,978.62,105,29.4,1000
2026-01-11T19:54:11.336958,961.48,138,25.6,1000
2026-01-11T19:54:11.436958,198.89,104,30.5,200
2026-01-11T19:54:11.536958,197.41,136,24.0,200
2026-01-11T19:54:11.636958,1517.82,156,28.2,1500
2026-01-11T19:54:11.736958,98.91,132,26.7,100
2026-01-11T19:54:11.836958,200.2,155,23.8,200
2026-01-11T19:54:11.936958,207.2,116,30.0,200
2026-01-11T19:54:12.036958,102.47,108,25.3,100
2026-01-11T19:54:12.136958,507.37,74,35.0,500
2026-01-11T19:54:12.236958,501.61,144,30.4,500
2026-01-11T19:54:12.336958,1461.55,125,20.7,1500
2026-01-11T19:54:12.436958,996.88,86,29.9,1000
2026-01-11T19:54:12.536958,1478.92,99,27.8,1500
2026-01-11T19:54:12.636958,103.0,177,23.4,100
2026-01-11T19:54:12.736958,508.64,119,27.4,500
2026-01-11T19:54:12.836958,101.29,96,23.3,100
2026-01-11T19:54:12.936958,511.32,140,30.2,500
2026-01-11T19:54:13.036958,1562.87,107,29.3,1500
2026-01-11T19:54:13.136958,200.61,131,31.5,200
2026-01-11T19:54:13.236958,498.13,129,27.9,500
2026-01-11T19:54:13.336958,975.49,112,31.5,1000
2026-01-11T19:54:13.436958,494.5,130,20.1,500
2026-01-11T19:54:13.536958,100.18,85,29.0,100
2026-01-11T19:54:13.636958,976.76,106,29.6,1000
2026-01-11T19:54:13.736958,196.48,75,33.8,200
2026-01-11T19:54:13.836958,96.8,132,21.9,100
2026-01-11T19:54:13.936958,99.28,151,23.3,100
2026-01-11T19:54:14.036958,99.92,154,21.1,100
2026-01-11T19:54:14.136958,493.07,142,22.3,500
2026-01-11T19:54:14.236958,1011.06,120,23.5,1000
2026-01-11T19:54:14.336958,495.56,161,24.7,500
2026-01-11T19:54:14.436958,1512.68,103,30.5,1500
2026-01-11T19:54:14.536958,1444.66,120,24.7,1500
2026-01-11T19:54:14.636958,195.85,111,29.6,200
2026-01-11T19:54:14.736958,1500.36,45,32.0,1500
2026-01-11T19:54:14.836958,199.59,108,27.0,200
2026-01-11T19:54:14.936958,494.29,60,29.9,500
2026-01-11T19:54:15.036958,510.34,97,23.1,500
2026-01-11T19:54:15.136958,204.68,87,26.4,200
2026-01-11T19:54:15.236958,1020.58,112,20.7,1000
2026-01-11T19:54:15.336958,519.06,129,27.7,500
2026-01-11T19:54:15.436958,1514.62,48,24.8,1500
2026-01-11T19:54:15.536958,1495.73,116,26.7,1500
2026-01-11T19:54:15.636958,100.12,104,21.1,100
2026-01-11T19:54:15.736958,98.52,110,32.8,100
2026-01-11T19:54:15.836958,486.52,153,27.4,500
2026-01-11T19:54:15.936958,100.01,101,32.6,100
2026-01-11T19:54:16.036958,490.55,147,30.2,500
2026-01-11T19:54:16.136958,103.18,121,29.2,100
2026-01-11T19:54:16.236958,496.75,150,30.8,500
2026-01-11T19:54:16.336958,1029.99,160,24.6,1000
2026-01-11T19:54:16.436958,102.2,119,30.2,100
2026-01-11T19:54:16.536958,201.36,142,21.5,200
2026-01-11T19:54:16.636958,971.55,96,32.8,1000
2026-01-11T19:54:16.736958,1030.73,99,27.7,1000
2026-01-11T19:54:16.836958,103.17,97,22.4,100
2026-01-11T19:54:16.936958,100.91,64,27.7,100
2026-01-11T19:54:17.036958,203.54,113,34.7,200
2026-01-11T19:54:17.136958,199.28,123,34.7,200
2026-01-11T19:54:17.236958,998.11,84,24.8,1000
2026-01-11T19:54:17.336958,1482.5,145,32.4,1500
2026-01-11T19:54:17.436958,498.43,156,34.8,500
2026-01-11T19:54:17.536958,977.6,130,22.6,1000
2026-01-11T19:54:17.636958,196.9,78,31.9,200
2026-01-11T19:54:17.736958,203.39,132,32.8,200
2026-01-11T19:54:17.836958,198.83,58,31.4,200
2026-01-11T19:54:17.936958,1506.8,115,32.6,1500
2026-01-11T19:54:18.036958,1017.06,130,28.8,1000
2026-01-11T19:54:18.136958,189.76,96,30.0,200
2026-01-11T19:54:18.236958,1004.67,77,34.0,1000
2026-01-11T19:54:18.336958,983.44,131,30.8,1000
2026-01-11T19:54:18.436958,506.78,96,32.5,500
2026-01-11T19:54:18.536958,954.8,125,28.9,1000
2026-01-11T19:54:18.636958,1017.9,135,21.9,1000
2026-01-11T19:54:18.736958,976.03,103,26.4,1000
2026-01-11T19:54:18.836958,204.39,78,34.4,200
2026-01-11T19:54:18.936958,1021.66,111,29.3,1000
2026-01-11T19:54:19.036958,1498.79,98,30.8,1500
2026-01-11T19:54:19.136958,1014.54,121,21.8,1000
2026-01-11T19:54:19.236958,194.86,108,21.2,200
2026-01-11T19:54:19.336958,1523.65,49,32.2,1500
2026-01-11T19:54:19.436958,98.84,149,20.1,100
2026-01-11T19:54:19.536958,1459.41,146,27.5,1500
2026-01-11T19:54:19.636958,1016.88,128,22.8,1000
2026-01-11T19:54:19.736958,1526.46,130,34.5,1500
2026-01-11T19:54:19.836958,506.23,115,29.9,500
2026-01-11T19:54:19.936958,496.01,93,21.3,500
2026-01-11T19:54:20.036958,1016.21,145,32.4,1000
2026-01-11T19:54:20.136958,201.63,93,27.7,200
2026-01-11T19:54:20.236958,486.19,110,25.6,500
2026-01-11T19:54:20.336958,207.54,120,25.2,200
2026-01-11T19:54:20.436958,100.39,148,24.3,100
2026-01-11T19:54:20.536958,101.75,123,28.5,100
2026-01-11T19:54:20.636958,98.72,132,25.7,100
2026-01-11T19:54:20.736958,974.41,65,28.5,1000
2026-01-11T19:54:20.836958,1011.57,176,27.3,1000
2026-01-11T19:54:20.936958,500.27,126,21.6,500
2026-01-11T19:54:21.036958,103.27,88,33.5,100
2026-01-11T19:54:21.136958,486.94,73,31.7,500
2026-01-11T19:54:21.236958,100.36,40,20.4,100
2026-01-11T19:54:21.336958,196.47,103,25.1,200
2026-01-11T19:54:21.436958,102.87,174,23.5,100
2026-01-11T19:54:21.536958,997.86,137,30.8,1000
2026-01-11T19:54:21.636958,528.17,131,27.4,500
2026-01-11T19:54:21.736958,204.0,184,27.1,200
2026-01-11T19:54:21.836958,1552.05,58,22.4,1500
2026-01-11T19:54:21.936958,1003.35,144,29.5,1000
2026-01-11T19:54:22.036958,1451.24,123,27.7,1500
2026-01-11T19:54:22.136958,204.68,146,26.6,200
2026-01-11T19:54:22.236958,480.05,170,27.8,500
2026-01-11T19:54:22.336958,985.47,129,22.6,1000
2026-01-11T19:54:22.436958,100.45,80,25.9,100
2026-01-11T19:54:22.536958,200.75,133,20.3,200
2026-01-11T19:54:22.636958,198.25,129,34.2,200
2026-01-11T19:54:22.736958,1016.05,165,24.6,1000
2026-01-11T19:54:22.836958,201.88,155,21.0,200
2026-01-11T19:54:22.936958,98.76,89,30.1,100
2026-01-11T19:54:23.036958,503.18,126,32.4,500
2026-01-11T19:54:23.136958,997.79,110,29.1,1000
2026-01-11T19:54:23.236958,194.57,63,29.0,200
2026-01-11T19:54:23.336958,514.42,114,32.0,500
2026-01-11T19:54:23.436958,510.21,104,31.7,500
2026-01-11T19:54:23.536958,195.46,124,28.4,200
2026-01-11T19:54:23.636958,202.56,117,34.7,200
2026-01-11T19:54:23.736958,200.56,136,23.3,200
2026-01-11T19:54:23.836958,1475.73,78,29.4,1500
2026-01-11T19:54:23.936958,195.07,150,34.9,200
2026-01-11T19:54:24.036958,1457.99,85,29.0,1500
2026-01-11T19:54:24.136958,1022.39,151,28.8,1000
2026-01-11T19:54:24.236958,104.18,85,23.4,100
2026-01-11T19:54:24.336958,999.09,149,26.2,1000
2026-01-11T19:54:24.436958,497.99,76,34.0,500
2026-01-11T19:54:24.536958,1510.29,150,31.9,1500
2026-01-11T19:54:24.636958,505.43,107,34.6,500
2026-01-11T19:54:24.736958,99.67,95,20.1,100
2026-01-11T19:54:24.836958,1505.71,122,20.6,1500
2026-01-11T19:54:24.936958,1029.22,150,29.8,1000
2026-01-11T19:54:25.036958,199.04,127,27.9,200
2026-01-11T19:54:25.136958,502.41,170,26.2,500
2026-01-11T19:54:25.236958,500.82,159,26.6,500
2026-01-11T19:54:25.336958,992.52,92,26.9,1000
2026-01-11T19:54:25.436958,1023.98,155,33.0,1000
2026-01-11T19:54:25.536958,508.11,117,27.3,500
2026-01-11T19:54:25.636958,198.51,116,33.3,200
2026-01-11T19:54:25.736958,198.71,133,23.6,200
2026-01-11T19:54:25.836958,1520.98,120,20.1,1500
2026-01-11T19:54:25.936958,191.3,131,25.9,200
2026-01-11T19:54:26.036958,1476.8,126,20.7,1500
2026-01-11T19:54:26.136958,1004.54,113,27.4,1000
2026-01-11T19:54:26.236958,504.86,97,23.2,500
2026-01-11T19:54:26.336958,1522.09,126,27.9,1500
2026-01-11T19:54:26.436958,98.38,110,30.5,100
2026-01-11T19:54:26.536958,503.83,109,26.6,500
2026-01-11T19:54:26.636958,1482.24,125,31.2,1500
2026-01-11T19:54:26.736958,493.86,143,22.7,500
2026-01-11T19:54:26.836958,101.95,103,24.5,100
2026-01-11T19:54:26.936958,99.73,124,34.9,100
2026-01-11T19:54:27.036958,1473.57,131,22.4,1500
2026-01-11T19:54:27.136958,1550.23,96,20.9,1500
2026-01-11T19:54:27.236958,196.24,131,25.6,200
2026-01-11T19:54:27.336958,500.66,129,27.8,500
2026-01-11T19:54:27.436958,1498.21,90,32.7,1500
2026-01-11T19:54:27.536958,501.99,107,28.1,500
2026-01-11T19:54:27.636958,98.29,151,27.8,100
2026-01-11T19:54:27.736958,192.65,113,21.6,200
2026-01-11T19:54:27.836958,204.78,83,29.4,200
2026-01-11T19:54:27.936958,199.63,138,27.6,200
2026-01-11T19:54:28.036958,1511.97,110,24.5,1500
2026-01-11T19:54:28.136958,195.17,115,22.7,200
2026-01-11T19:54:28.236958,199.99,143,26.0,200
2026-01-11T19:54:28.336958,201.03,76,22.1,200
2026-01-11T19:54:28.436958,97.96,146,34.6,100
2026-01-11T19:54:28.536958,201.96,81,29.5,200
2026-01-11T19:54:28.636958,988.18,106,32.4,1000
2026-01-11T19:54:28.736958,201.19,82,26.0,200
2026-01-11T19:54:28.836958,997.68,99,34.5,1000
2026-01-11T19:54:28.936958,1513.45,74,32.0,1500
2026-01-11T19:54:29.036958,1516.3,157,29.6,1500
2026-01-11T19:54:29.136958,1036.63,96,30.0,1000
2026-01-11T19:54:29.236958,98.57,133,23.3,100
2026-01-11T19:54:29.336958,1421.17,167,30.9,1500
2026-01-11T19:54:29.436958,1529.25,123,33.5,1500
2026-01-11T19:54:29.536958,101.25,117,28.9,100
2026-01-11T19:54:29.636958,1029.39,178,20.9,1000
2026-01-11T19:54:29.736958,100.04,120,22.8,100
2026-01-11T19:54:29.836958,494.88,121,21.7,500
2026-01-11T19:54:29.936958,200.38,93,26.6,200
2026-01-11T19:54:30.036958,1506.5,145,34.1,1500
2026-01-11T19:54:30.136958,1028.55,158,34.1,1000
2026-01-11T19:54:30.236958,490.38,86,27.8,500
2026-01-11T19:54:30.336958,1484.87,125,21.4,1500
2026-01-11T19:54:30.436958,498.63,95,32.3,500
2026-01-11T19:54:30.536958,201.54,136,26.6,200
2026-01-11T19:54:30.636958,514.31,117,31.1,500
2026-01-11T19:54:30.736958,1523.91,92,26.5,1500
2026-01-11T19:54:30.836958,100.04,169,23.3,100
2026-01-11T19:54:30.936958,98.27,115,27.6,100
2026-01-11T19:54:31.036958,192.87,139,23.4,200
2026-01-11T19:54:31.136958,481.12,117,20.4,500
2026-01-11T19:54:31.236958,491.43,155,29.8,500
2026-01-11T19:54:31.336958,1443.31,111,26.3,1500
2026-01-11T19:54:31.436958,500.57,124,22.9,500
2026-01-11T19:54:31.536958,95.9,78,24.6,100
2026-01-11T19:54:31.636958,1483.97,104,27.1,1500
2026-01-11T19:54:31.736958,1477.12,70,29.3,1500
2026-01-11T19:54:31.836958,1488.29,77,32.2,1500
2026-01-11T19:54:31.936958,196.27,113,22.5,200
2026-01-11T19:54:32.036958,983.93,162,31.0,1000
2026-01-11T19:54:32.136958,1565.26,90,25.2,1500
2026-01-11T19:54:32.236958,102.43,126,31.0,100
2026-01-11T19:54:32.336958,1487.46,167,33.7,1500
2026-01-11T19:54:32.436958,988.66,127,21.1,1000
2026-01-11T19:54:32.536958,103.54,135,22.4,100
2026-01-11T19:54:32.636958,1012.71,78,22.4,1000
2026-01-11T19:54:32.736958,1022.48,58,22.5,1000
2026-01-11T19:54:32.836958,1492.02,125,25.4,1500
2026-01-11T19:54:32.936958,1490.99,137,31.3,1500
2026-01-11T19:54:33.036958,99.23,144,30.5,100
2026-01-11T19:54:33.136958,96.77,127,29.1,100
2026-01-11T19:54:33.236958,202.02,152,21.0,200
2026-01-11T19:54:33.336958,98.78,172,25.6,100
2026-01-11T19:54:33.436958,495.59,123,20.3,500
2026-01-11T19:54:33.536958,1468.53,115,22.4,1500
2026-01-11T19:54:33.636958,1001.73,78,30.3,1000
2026-01-11T19:54:33.736958,502.3,113,21.1,500
2026-01-11T19:54:33.836958,193.06,143,21.1,200
2026-01-11T19:54:33.936958,1018.28,148,32.3,1000
2026-01-11T19:54:34.036958,198.15,107,31.6,200
2026-01-11T19:54:34.136958,198.18,121,24.8,200
2026-01-11T19:54:34.236958,494.74,146,20.4,500
2026-01-11T19:54:34.336958,99.62,120,33.8,100
2026-01-11T19:54:34.436958,504.5,101,27.9,500
2026-01-11T19:54:34.536958,508.45,92,32.3,500
2026-01-11T19:54:34.636958,1493.45,185,22.9,1500
2026-01-11T19:54:34.736958,98.89,147,31.8,100
2026-01-11T19:54:34.836958,98.51,120,23.8,100
2026-01-11T19:54:34.936958,978.65,108,30.8,1000
2026-01-11T19:54:35.036958,976.03,122,32.4,1000
2026-01-11T19:54:35.136958,1443.9,125,24.4,1500
2026-01-11T19:54:35.236958,103.17,118,33.5,100
2026-01-11T19:54:35.336958,976.11,103,34.5,1000
2026-01-11T19:54:35.436958,1472.03,91,20.8,1500
2026-01-11T19:54:35.536958,201.03,145,31.8,200
2026-01-11T19:54:35.636958,200.38,118,34.0,200
2026-01-11T19:54:35.736958,1000.78,112,29.2,1000
2026-01-11T19:54:35.836958,1555.4,110,24.6,1500
2026-01-11T19:54:35.936958,1487.08,108,26.7,1500
2026-01-11T19:54:36.036958,1030.46,119,27.9,1000
2026-01-11T19:54:36.136958,494.85,143,34.9,500
2026-01-11T19:54:36.236958,1483.63,165,32.5,1500
